title,author,genres
The Confusion The Baroque Cycle 2,"Stephenson, Neal *","['Fiction', 'Historical Fiction', 'Science Fiction', 'Fantasy', 'Historical', 'Adventure', 'Literature']"
Dark Magick Sweep 4,"Tiernan, Cate","['Young Adult', 'Fantasy', 'Witches', 'Paranormal', 'Magic', 'Romance', 'Fiction']"
The Confessions of Max Tivoli,"Greer, Andrew Sean","['Fiction', 'Fantasy', 'Historical Fiction', 'Magical Realism', 'Romance', 'Novels', 'Historical']"
The Joy Luck Club,"Tan, Amy *","['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Historical', 'Adult Fiction']"
The Crocodile Bird,"Rendell, Ruth","['Mystery', 'Fiction', 'Crime', 'Suspense', 'Thriller', 'Mystery Thriller', 'British Literature']"
One Corpse Too Many Chronicles of Brother Cadfael 2,"Peters, Ellis","['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Medieval']"
Life in the Fat Lane,"Bennett, Cherie *","['Young Adult', 'Fiction', 'Realistic Fiction', 'Teen', 'Chick Lit', 'Contemporary', 'High School']"
I Hunt Killers I Hunt Killers 1,"Lyga, Barry *","['Young Adult', 'Mystery', 'Thriller', 'Horror', 'Crime', 'Fiction', 'Mystery Thriller']"
The Taker The Taker 1,"Katsu, Alma *","['Fantasy', 'Paranormal', 'Historical Fiction', 'Romance', 'Fiction', 'Historical', 'Paranormal Romance']"
The Daughter of Time Inspector Alan Grant 5,"Tey, Josephine","['Mystery', 'Historical Fiction', 'Fiction', 'Crime', 'Historical', 'Classics', 'Mystery Thriller']"
The Invasion Animorphs 1,"Applegate, K.A.","['Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Middle Grade', 'Childrens', 'Aliens']"
Dinner at the Homesick Restaurant,"Tyler, Anne *","['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'American', 'Literature', 'Classics']"
Armadale,"Collins, Wilkie","['Classics', 'Fiction', 'Mystery', 'Victorian', 'Gothic', '19th Century', 'Literature']"
A Fire Upon the Deep,"Vinge, Vernor","['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Hugo Awards']"
Executive Power Mitch Rapp 6,"Flynn, Vince","['Fiction', 'Thriller', 'Action', 'Espionage', 'Mystery', 'Spy Thriller', 'Suspense']"
At All Costs Honor Harrington 11,"Weber, David","['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Military Science Fiction', 'Science Fiction Fantasy', 'Space']"
Empire From the Ashes Dahak 13,"Weber, David","['Science Fiction', 'Fiction', 'Space Opera', 'Military Fiction', 'Military Science Fiction', 'Adventure', 'Fantasy']"
Bounce,"Friend, Natasha *","['Young Adult', 'Realistic Fiction', 'Middle Grade', 'Family', 'Contemporary', 'Fiction', 'Chick Lit']"
The Short Victorious War Honor Harrington 3,"Weber, David","['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Military Science Fiction', 'Science Fiction Fantasy', 'Space']"
Flag in Exile Honor Harrington 5,"Weber, David","['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Military Science Fiction', 'Science Fiction Fantasy', 'Space']"
Honor Among Enemies Honor Harrington 6,"Weber, David","['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Military Science Fiction', 'Science Fiction Fantasy', 'Space']"
Echoes of Honor Honor Harrington 8,"Weber, David","['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Military Science Fiction', 'Space', 'Science Fiction Fantasy']"
Ashes of Victory Honor Harrington 9,"Weber, David","['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Military Science Fiction', 'Science Fiction Fantasy', 'Space']"
War of Honor Honor Harrington 10,"Weber, David","['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Military Science Fiction', 'Space', 'Science Fiction Fantasy']"
Artemis the Brave Goddess Girls 4,"Holub, Joan *","['Fantasy', 'Mythology', 'Middle Grade', 'Greek Mythology', 'Fiction', 'Childrens', 'Romance']"
The Eternal Dawn Thirst 3,"Pike, Christopher","['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Fiction', 'Horror', 'Supernatural']"
The Back Door of Midnight Dark Secrets 5,"Chandler, Elizabeth","['Young Adult', 'Mystery', 'Paranormal', 'Romance', 'Fantasy', 'Supernatural', 'Ghosts']"
The Curse of the Wendigo The Monstrumologist 2,"Yancey, Rick","['Horror', 'Young Adult', 'Fantasy', 'Historical Fiction', 'Fiction', 'Paranormal', 'Historical']"
Little House on the Prairie Little House 3,"Wilder, Laura Ingalls","['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']"
These Happy Golden Years Little House 8,"Wilder, Laura Ingalls","['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']"
To Say Nothing of the Dog Oxford Time Travel 2,"Willis, Connie","['Science Fiction', 'Time Travel', 'Fiction', 'Historical Fiction', 'Fantasy', 'Humor', 'Historical']"
Halo Halo 1,"Adornetto, Alexandra","['Young Adult', 'Angels', 'Fantasy', 'Romance', 'Paranormal', 'Paranormal Romance', 'Supernatural']"
Blindside FBI Thriller 8,"Coulter, Catherine *","['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Romance', 'Romantic Suspense', 'Mystery Thriller']"
To the End of the Land,"Grossman, David","['Fiction', 'Israel', 'Historical Fiction', 'War', 'Jewish', 'Novels', 'Literature']"
The Days of Abandonment,"Ferrante, Elena","['Fiction', 'Contemporary', 'Italy', 'Italian Literature', 'Literary Fiction', 'Novels', 'Womens']"
The Private Lives of Trees,"Zambra, Alejandro *","['Fiction', 'Contemporary', 'Latin American', 'Novella', 'Spanish Literature', 'Literary Fiction', 'Novels']"
Ten Ways to Be Adored When Landing a Lord Love By Numbers 2,"MacLean, Sarah *","['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Regency Romance']"
Brazzaville Beach,"Boyd, William","['Fiction', 'Africa', 'Contemporary', 'Literary Fiction', 'Novels', 'Literature', 'Historical Fiction']"
A Good Man in Africa,"Boyd, William","['Fiction', 'Africa', 'Humor', 'Historical Fiction', 'Novels', 'Comedy', 'Literature']"
Because of Mr Terupt Mr Terupt 1,"Buyea, Rob","['Realistic Fiction', 'Middle Grade', 'Fiction', 'Young Adult', 'School', 'Childrens', 'Contemporary']"
The New Confessions,"Boyd, William","['Fiction', 'Historical Fiction', 'Scotland', 'Novels', 'Contemporary', 'Literature', 'British Literature']"
Zuleika Dobson,"Beerbohm, Max","['Fiction', 'Classics', 'Humor', 'Novels', 'Literature', 'British Literature', '20th Century']"
La camera azzurra,"Simenon, Georges","['Fiction', 'Crime', 'Mystery', 'Thriller', 'Noir', 'France', 'Classics']"
The Mating  Law of the Lycans 1,"Charles, Nicky *","['Paranormal', 'Romance', 'Paranormal Romance', 'Fantasy', 'Werewolves', 'Shapeshifters', 'Adult']"
Any Human Heart,"Boyd, William","['Fiction', 'Historical Fiction', 'Historical', 'Literary Fiction', 'Novels', 'Classics', 'British Literature']"
Colters Lady Colters Legacy 2,"Banks, Maya *","['Romance', 'Erotica', 'Menage', 'Contemporary', 'Contemporary Romance', 'Erotic Romance', 'Reverse Harem']"
Timescape,"Benford, Gregory","['Science Fiction', 'Time Travel', 'Fiction', 'Science Fiction Fantasy', 'Novels', 'Hard Science Fiction', 'Alternate History']"
Crescendo Hush Hush 2,"Fitzpatrick, Becca *","['Young Adult', 'Fantasy', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Fiction']"
Watership Down,"Adams, Richard","['Classics', 'Fiction', 'Fantasy', 'Young Adult', 'Animals', 'Childrens', 'Adventure']"
Return to Paradise Leaving Paradise 2,"Elkeles, Simone *","['Young Adult', 'Romance', 'Contemporary', 'Realistic Fiction', 'Contemporary Romance', 'Young Adult Romance', 'New Adult']"
Old Mans War Old Mans War 1,"Scalzi, John *","['Science Fiction', 'Fiction', 'Space Opera', 'War', 'Science Fiction Fantasy', 'Military Fiction', 'Space']"
Withering Tights Misadventures of Tallulah Casey 1,"Rennison, Louise","['Young Adult', 'Humor', 'Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Teen']"
Virals Virals 1,"Reichs, Kathy *","['Young Adult', 'Mystery', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Paranormal']"
Out for Blood Drake Chronicles 3,"Harvey, Alyxandra *","['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Supernatural']"
The Exiled Queen Seven Realms 2,"Chima, Cinda Williams *","['Fantasy', 'Young Adult', 'Magic', 'Romance', 'Young Adult Fantasy', 'High Fantasy', 'Fiction']"
And Quiet Flows the Don,"Sholokhov, Mikhail","['Fiction', 'Classics', 'Russia', 'Russian Literature', 'Historical Fiction', 'Literature', 'War']"
Ramona the Pest Ramona 2,"Cleary, Beverly","['Childrens', 'Fiction', 'Middle Grade', 'Classics', 'Young Adult', 'Realistic Fiction', 'Humor']"
BelAmi,"Maupassant, Guy de","['Fiction', 'France', 'French Literature', 'Classics', '19th Century', 'Literature', 'Romance']"
Pest Control Assassin Bug 1,"Fitzhugh, Bill","['Fiction', 'Humor', 'Mystery', 'Comedy', 'Fantasy', 'Thriller', 'Crime']"
Novels 19551962 Lolita  Pnin  Pale Fire  Lolita A Screenplay,"Nabokov, Vladimir","['Fiction', 'Literature', 'Classics', 'Novels', 'American', 'Russia', 'Literary Fiction']"
Warsworn  Chronicles of the Warlands 2,"Vaughan, Elizabeth *","['Fantasy', 'Romance', 'Fantasy Romance', 'Historical', 'Fiction', 'Adult', 'Historical Romance']"
M Is for Mamas Boy NERDS 2,"Buckley, Michael","['Nerd', 'Science Fiction', 'Humor', 'Adventure', 'Fiction', 'Middle Grade', 'Espionage']"
When It Happens,"Colasanti, Susane *","['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Realistic Fiction', 'Fiction', 'High School']"
 ,"Saint-Exupéry, Antoine de","['Fiction', 'Fantasy', 'Childrens', 'France', 'Philosophy', 'Young Adult', 'Literature']"
Fever 1793,"Anderson, Laurie Halse *","['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'Middle Grade', 'School', 'Childrens']"
Summer in the City,"Chandler, Elizabeth","['Young Adult', 'Romance', 'Chick Lit', 'Contemporary', 'Sports', 'Young Adult Romance', 'Contemporary Romance']"
Safe Haven,"Sparks, Nicholas *","['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Contemporary Romance', 'Adult Fiction']"
Killing Floor Jack Reacher 1,"Child, Lee *","['Thriller', 'Fiction', 'Mystery', 'Crime', 'Mystery Thriller', 'Suspense', 'Action']"
The Killing Game Eve Duncan 2,"Johansen, Iris *","['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Mystery Thriller', 'Crime', 'Romance']"
OOPS I fell in love just by chance,"Snehanshu, Harsh *","['Fiction', 'Romance', 'Love', 'Indian Literature', 'Contemporary', 'Romantic']"
Montana 1948,"Watson, Larry *","['Fiction', 'Historical Fiction', 'Westerns', 'Coming Of Age', 'School', 'Classics', 'Literary Fiction']"
Five Flavors of Dumb,"John, Antony *","['Young Adult', 'Contemporary', 'Music', 'Realistic Fiction', 'Romance', 'Fiction', 'Disability']"
Twelfth Grade Kills The Chronicles of Vladimir Tod 5,"Brewer, Heather *","['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Fiction', 'Supernatural', 'Horror']"
The Motel Life,"Vlautin, Willy","['Fiction', 'Contemporary', 'Literary Fiction', 'Americana', 'Novels', 'Literature', 'The United States Of America']"
The Millennium Trilogy Millennium Trilogy 13,"Larsson, Stieg","['Fiction', 'Mystery', 'Thriller', 'Crime', 'Suspense', 'Novels', 'Mystery Thriller']"
Grave Witch Alex Craft 1,"Price, Kalayna *","['Urban Fantasy', 'Fantasy', 'Paranormal', 'Magic', 'Romance', 'Witches', 'Fae']"
Payback Time,"Deuker, Carl *","['Sports', 'Young Adult', 'Realistic Fiction', 'Mystery', 'Fiction', 'Teen', 'High School']"
Chandas Secrets Chanda 1,"Stratton, Allan *","['Young Adult', 'Africa', 'Fiction', 'Realistic Fiction', 'Teen', 'School', 'Cultural']"
The Truth of the Matter The Homelanders 3,"Klavan, Andrew *","['Young Adult', 'Mystery', 'Fiction', 'Adventure', 'Thriller', 'Christian Fiction', 'Action']"
Between Shades of Gray,"Sepetys, Ruta *","['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'War', 'World War II', 'Romance']"
Red Army,"Peters, Ralph","['Fiction', 'War', 'Military Fiction', 'Thriller', 'Historical Fiction', 'Alternate History', 'Soviet Union']"
Theodore Boone Kid Lawyer Theodore Boone 1,"Grisham, John *","['Mystery', 'Fiction', 'Young Adult', 'Middle Grade', 'Crime', 'Thriller', 'Childrens']"
New Grub Street,"Gissing, George","['Classics', 'Fiction', 'Victorian', '19th Century', 'Literature', 'British Literature', 'Historical Fiction']"
A Tale Dark  Grimm A Tale Dark  Grimm 1,"Gidwitz, Adam *","['Fantasy', 'Middle Grade', 'Fairy Tales', 'Young Adult', 'Fiction', 'Childrens', 'Adventure']"
Quicksand,"Larsen, Nella","['Classics', 'Fiction', 'African American', 'Historical Fiction', 'Race', 'School', 'Read For School']"
The Healers Apprentice Hagenheim 1,"Dickerson, Melanie *","['Romance', 'Historical Fiction', 'Young Adult', 'Fantasy', 'Christian Fiction', 'Christian', 'Historical']"
Behemoth Leviathan 2,"Westerfeld, Scott *","['Steampunk', 'Young Adult', 'Fantasy', 'Science Fiction', 'Historical Fiction', 'Fiction', 'Alternate History']"
Desires of the Dead The Body Finder 2,"Derting, Kimberly *","['Young Adult', 'Paranormal', 'Mystery', 'Romance', 'Fantasy', 'Supernatural', 'Fiction']"
The Wayward Bus,"Steinbeck, John","['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Literary Fiction', 'The United States Of America']"
No Place to Run KGI 2,"Banks, Maya *","['Romance', 'Romantic Suspense', 'Military Fiction', 'Suspense', 'Contemporary', 'Contemporary Romance', 'Military Romance']"
Crave Fallen Angels 2,"Ward, J.R. *","['Paranormal', 'Paranormal Romance', 'Romance', 'Angels', 'Fantasy', 'Urban Fantasy', 'Demons']"
What the Night Knows What the Night Knows 1,"Koontz, Dean *","['Horror', 'Fiction', 'Thriller', 'Mystery', 'Suspense', 'Paranormal', 'Supernatural']"
Run River,"Didion, Joan","['Fiction', 'Novels', 'Literary Fiction', 'Classics', 'Historical Fiction', 'American', 'Literature']"
Maybe This Time,"Crusie, Jennifer *","['Romance', 'Chick Lit', 'Paranormal', 'Fiction', 'Contemporary Romance', 'Contemporary', 'Mystery']"
The Lost Saint The Dark Divine 2,"Despain, Bree *","['Young Adult', 'Paranormal', 'Fantasy', 'Werewolves', 'Romance', 'Paranormal Romance', 'Urban Fantasy']"
The Almost Moon,"Sebold, Alice","['Fiction', 'Contemporary', 'Adult Fiction', 'Adult', 'Drama', 'Novels', 'Family']"
Embers,"Márai, Sándor","['Fiction', 'Classics', 'Hungary', 'Historical Fiction', 'Hungarian Literature', 'Literature', 'Romance']"
Burning Up Flint Cyborg Seduction 1,"Dohner, Laurann","['Science Fiction', 'Romance', 'Erotica', 'Paranormal', 'Aliens', 'Paranormal Romance', 'Science Fiction Romance']"
Seer of Sevenwaters Sevenwaters 5,"Marillier, Juliet *","['Fantasy', 'Romance', 'Historical Fiction', 'Fiction', 'Historical', 'Historical Fantasy', 'Magic']"
Our Kind of Traitor,"le Carré, John","['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Crime', 'Spy Thriller', 'Suspense']"
Another Day in Paradise,"Little, Eddie","['Fiction', 'Crime', 'Coming Of Age', 'Young Adult', 'Novels']"
The Emperors Tomb Cotton Malone 6,"Berry, Steve *","['Thriller', 'Fiction', 'Mystery', 'Historical Fiction', 'Adventure', 'Mystery Thriller', 'Suspense']"
Lemony Snicket The Unauthorized Autobiography,"Snicket, Lemony *","['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Mystery', 'Humor', 'Fantasy']"
The Bad Beginning A Series of Unfortunate Events 1,"Snicket, Lemony *","['Fiction', 'Young Adult', 'Fantasy', 'Childrens', 'Middle Grade', 'Mystery', 'Adventure']"
The Reptile Room A Series of Unfortunate Events 2,"Snicket, Lemony *","['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']"
Beautiful Darkness Caster Chronicles 2,"Garcia, Kami *","['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Magic', 'Fiction', 'Supernatural']"
Special Forces  Soldiers Special Forces 1,"Voinov, Aleksandr *","['M M Romance', 'Military Fiction', 'Romance', 'Dark', 'BDSM', 'Erotica', 'LGBT']"
The Blind Assassin,"Atwood, Margaret *","['Fiction', 'Historical Fiction', 'Mystery', 'Literary Fiction', 'Canada', 'Classics', 'Contemporary']"
Lady Cottingtons Fairy Album,"Froud, Brian","['Fantasy', 'Art', 'Humor', 'Fairies', 'Fiction', 'Fairy Tales', 'Fae']"
Kidnapped Irene Kelly 10,"Burke, Jan","['Mystery', 'Fiction', 'Mystery Thriller', 'Thriller', 'Crime', 'Suspense']"
Abels Island,"Steig, William","['Childrens', 'Fiction', 'Fantasy', 'Middle Grade', 'Animals', 'Adventure', 'Young Adult']"
Goddess Starcrossed 3,"Angelini, Josephine *","['Fantasy', 'Young Adult', 'Mythology', 'Romance', 'Greek Mythology', 'Paranormal', 'Urban Fantasy']"
Rise of the Evening Star Fablehaven 2,"Mull, Brandon *","['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic', 'Childrens']"
Tigers Voyage The Tiger Saga 3,"Houck, Colleen *","['Fantasy', 'Young Adult', 'Romance', 'Mythology', 'Paranormal', 'Adventure', 'Magic']"
Think of a Number Dave Gurney 1,"Verdon, John","['Mystery', 'Thriller', 'Fiction', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']"
Moonlight Mile Kenzie  Gennaro 6,"Lehane, Dennis *","['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Detective', 'Suspense']"
A Single Shard,"Park, Linda Sue","['Historical Fiction', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Historical', 'Juvenile']"
Train to Pakistan,"Singh, Khushwant","['Fiction', 'India', 'Historical Fiction', 'Classics', 'Indian Literature', 'Pakistan', 'Historical']"
Old Bones the Wonder Horse,"Pace, Mildred Mastin","['Horses', 'Animals', 'Historical Fiction', 'Fiction', 'Childrens', 'Young Adult', 'Horse Racing']"
Legacy of Lies Dark Secrets 1,"Chandler, Elizabeth","['Young Adult', 'Mystery', 'Paranormal', 'Fantasy', 'Romance', 'Horror', 'Ghosts']"
Plain Jane,"Gardner, Laurien","['Historical Fiction', 'Tudor Period', 'Historical', 'Fiction', 'British Literature', '16th Century', 'Romance']"
Bumi Cinta,"El-Shirazy, Habiburrahman","['Novels', 'Fiction', 'Romance', 'Islam', 'Indonesian Literature', 'Religion', 'Love']"
The Hottest State,"Hawke, Ethan","['Fiction', 'Romance', 'Contemporary', 'Novels', 'The United States Of America', 'Adult Fiction', 'Coming Of Age']"
Graffiti Moon,"Crowley, Cath *","['Young Adult', 'Contemporary', 'Romance', 'Realistic Fiction', 'Fiction', 'Art', 'Young Adult Contemporary']"
Simply Irresistible Lucky Harbor 1,"Shalvis, Jill *","['Romance', 'Contemporary Romance', 'Contemporary', 'Chick Lit', 'Adult', 'Fiction', 'Christmas']"
The Death Cure The Maze Runner 3,"Dashner, James *","['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Post Apocalyptic']"
Russian Winter,"Kalotay, Daphne *","['Historical Fiction', 'Fiction', 'Russia', 'Historical', 'Romance', 'Mystery', 'Adult Fiction']"
Out to Canaan Mitford Years 4,"Karon, Jan","['Fiction', 'Christian Fiction', 'Christian', 'Adult Fiction', 'Inspirational', 'Contemporary', 'Novels']"
The Empire of the Wolves,"Grangé, Jean-Christophe","['Thriller', 'Fiction', 'Crime', 'Mystery', 'France', 'Mystery Thriller', 'Roman']"
Dark Road to Darjeeling Lady Julia Grey 4,"Raybourn, Deanna *","['Mystery', 'Historical Fiction', 'Historical', 'Historical Mystery', 'Romance', 'Fiction', 'Historical Romance']"
Ignorance,"Kundera, Milan","['Fiction', 'Czech Literature', 'Novels', 'Literature', 'Philosophy', 'Classics', 'France']"
Player One What Is to Become of Us CBC Massey Lectures,"Coupland, Douglas *","['Fiction', 'Canada', 'Science Fiction', 'Dystopia', 'Novels', 'Contemporary', 'Post Apocalyptic']"
