title,author,answer,citation
Rogues Honor The Saint of Seven Dials 1,"Hiatt, Brenda","[1, ""Lady Pearl Moreston""]","['https://www.goodreads.com/book/show/34458456-rogue-s-honor', 'https://www.everand.com/book/325508995/Rogue-s-Honor-The-Saint-of-Seven-Dials-1', 'https://brendahiatt.com/books/historical-romance/saint-of-seven-dials/rogues-honor/', 'https://www.barnesandnoble.com/w/the-saint-of-seven-dials-complete-collection-brenda-hiatt/1132219169', 'https://www.romance.io/authors/545542bb8c7d2383163d960b/brenda-hiatt']"
An American Dream,"Mailer, Norman","[1, ""Deborah Kelly""]","['https://en.wikipedia.org/wiki/An_American_Dream_(novel)', 'https://projectmailer.net/pm/The_Structured_Vision_of_Norman_Mailer/4._An_American_Dream', 'https://www.ijlll.org/2024/IJLLL-V10N4-544.pdf', 'https://www.ebsco.com/research-starters/literature-and-writing/american-dream-norman-mailer', 'https://projectmailer.net/pm/The_Mailer_Review/Volume_1,_2007/An_American_Dream:_The_Singular_Nightmare']"
Someone Elses Fairytale Someone Elses Fairytale 1,"Tippetts, E.M.","[1, ""Chloe Winters""]","['https://www.goodreads.com/book/show/19615422-someone-else-s-fairytale', ""https://www.wattpad.com/story/1388573-someone-else's-fairytale"", 'https://www.bookloversinc.com/2012/06/07/review-someone-elses-fairytale-by-e-m-tippetts/', 'https://whyanot.wordpress.com/2012/06/02/book-review-someone-elses-fairytale-by-emily-mah-tippetts/', 'https://www.barnesandnoble.com/w/someone-elses-fairytale-em-tippetts/1107900208']"
Seeking Crystal Benedicts 3,"Stirling, Joss","[1, ""Crystal Brook""]","['https://www.goodreads.com/book/show/13181901-seeking-crystal', 'https://www.goodreads.com/book/13181901/questions', 'https://davidhigham.co.uk/books-dh/seeking-crystal/', 'https://gsat.service.sci.tu.ac.th/form-library/uploaded-files/filedownload.ashx/seeking%20crystal%20benedicts%203%20joss%20stirling.pdf', 'https://traefik.gsat.service.sci.tu.ac.th/textbook-solutions/browse/_pdfs/seeking%20crystal%20benedicts%203%20joss%20stirling.pdf']"
The Cat Ate My Gymsuit,"Danziger, Paula","[1, ""Marcy Lewis""]","['http://www.booksbyjulia.com/2017/04/the-cat-ate-my-gymsuit-by-paula-danziger.html', 'https://en.wikipedia.org/wiki/The_Cat_Ate_My_Gymsuit', 'https://www.goodreads.com/book/show/45428810-the-cat-ate-my-gymsuit', 'https://www.supersummary.com/the-cat-ate-my-gymsuit/summary/', 'https://www.ebsco.com/research-starters/literature-and-writing/cat-ate-my-gymsuit-paula-danziger']"
Rock Chick Regret Rock Chick 7,"Ashley, Kristen","[1, ""Sadie Townsend""]","['https://www.goodreads.com/book/show/43528094-rock-chick-regret', 'https://unconventionalbookworms.com/review-rock-chick-regret-kristen-ashley/', 'https://www.librarything.com/work/12691329/t/Rock-Chick-Regret', 'https://simplylovebooks.com/2012/10/review-rock-chick-regret-rock-chick-7-by-kristen-ashley.html', 'https://www.aboutthatstory.com/2016/09/review-rock-chick-regret-rock-chick-7.html?m=1']"
Rage Within Dark Inside 2,"Roberts, Jeyn","[1, ""Aries""]","['https://www.goodreads.com/book/show/13185168-rage-within', 'http://cheezyfeetbooks.blogspot.com/2012/09/book-review-rage-within-by-jeyn-roberts.html', 'https://yabookscentral.com/rage-within-dark-inside-2/', 'https://www.yabookscentral.com/rage-within-dark-inside-2/discussions/29569/', 'https://www.goodreads.com/topic/show/1670359-the-first-line-of-my-book-is?page=2']"
Breaking Point Article 5 2,"Simmons, Kristen","[1, ""Ember Miller""]","['https://www.goodreads.com/book/show/13188615-breaking-point', 'https://fantasybookcritic.blogspot.com/2013/09/breaking-point-article-5-2-by-kristen.html', 'https://en.wikipedia.org/wiki/Article_5_(novel)', 'https://yabookscentral.com/breaking-point-article-5-2-sp-1984846733/', 'https://birthofanewwitch.wordpress.com/2013/02/11/review-breaking-point-article-5-2-by-kristen-simmons/']"
Ignite Me Shatter Me 3,"Mafi, Tahereh","[1, ""Juliette Ferrars""]","['https://en.wikipedia.org/wiki/Shatter_Me', 'https://www.goodreads.com/book/show/13188676-ignite-me', 'https://lusterofbooks.com/2023/04/03/ignite-me-by-tahereh-mafi-shatter-me-3/', 'https://kittymariebookreviews.home.blog/2019/08/09/full-review-ignite-me-3-shatter-me-series-spoiler-free-by-tahereh-mafi/', 'http://www.rallythereaders.com/2014/02/review-ignite-me-by-tahereh-mafi.html']"
Houl de cri,"Zusak, Markus","[1, ""Liesel Meminger""]","['https://in.pinterest.com/pin/houl-de-cri-the-book-thief--594686325827019805/', 'https://de.scribd.com/document/366979336', 'https://studyx.ai/homework-questions-and-answers/english-archive-2024-december-25/page-16', 'https://www.sparknotes.com/lit/the-book-thief/characters/', 'https://bookkits.sno-isle.org/?ID=13684&tag=31']"
Scarlet The Lunar Chronicles 2,"Meyer, Marissa","[1, ""Scarlet Benoit""]","['https://almeldiel.wordpress.com/2014/05/09/scarlet-by-marissa-meyer/', 'https://pagesplotsandpints.com/2013/06/24/scarlet-the-lunar-chronicles-2-marissa-meyer/', 'https://jodilmilner.com/2021/02/03/book-review-scarlet-by-marissa-meyer-lunar-chronicles-2/', 'https://feministquill.wordpress.com/2020/03/29/scarlet-lunar-chronicles-marissa-meyer/', 'https://www.goodreads.com/book/show/18139931']"
Cress The Lunar Chronicles 3,"Meyer, Marissa","[1, ""Cress""]","['https://www.goodreads.com/book/show/18705089', 'https://pagesplotsandpints.com/2014/01/03/cress-the-lunar-chronicles-3-marissa-meyer/', 'https://www.marissameyer.com/blog/a-guide-to-lunar-chronicles-character-traits/', 'https://nyreader.wordpress.com/2015/04/01/character-analysis-of-cress/', 'https://angiesbookblog.wordpress.com/2015/04/12/cress-lunar-chronicles-3-by-marissa-meyer-book-review/']"
Winter The Lunar Chronicles 4,"Meyer, Marissa","[1, ""Winter""]","['https://www.booksandsensibility.com/2016/03/winter-by-marissa-meyer-lunar.html/', 'https://wmcurrent.com/31428/opinion/book-character-review-winter-from-the-lunar-chronicles/', 'https://fantasybookcritic.blogspot.com/2016/06/winter-lunar-chronicles-4-by-marissa.html', 'https://www.goodreads.com/book/show/13206900-winter', 'https://bookevin.wordpress.com/2016/01/13/review-winter-the-lunar-chronicles-4-by-marissa-meyer/']"
The House of Scorta,"Gaude, Laurent/ Sartarelli","[0, """"]","['https://www.libraryjournal.com/story/181206WorldLit', 'https://www.voiceoverxtra.com/article.htm?id=s6oiwttx', 'https://www.librarything.com/work/1030689', 'https://nowordlimit.com/tag/translated-into-english/', 'https://en.wikipedia.org/wiki/Prix_Goncourt']"
Frenemies Drama High 4,"Divine, L.","[1, ""Jayd Jackson""]","['https://www.goodreads.com/book/show/1321542.Frenemies', 'https://bcbooksandauthors.com/fiction-teenyoung-adult-series/', 'https://www.bookshare.org/browse/grade?offset=6950&resultsView=LIST&limit=50&sortOrder=TITLE&grade=NINTH_GRADE', 'https://bcbooksandauthors.com/fiction-teenyoung-adult-girls/', 'https://www.goodreads.com/topic/show/495933-conflict-and-misunderstanding-in-your-book']"
The Tokyo Zodiac Murders,"Shimada, Sōji","[0, """"]","['https://thinkaboutreading.wordpress.com/2022/06/14/the-tokyo-zodiac-murders/', 'https://eustaciatan.com/2020/04/book-review-the-tokyo-zodiac-murders-by-shimada-soji.html', 'https://ellethinks.wordpress.com/2015/10/15/the-tokyo-zodiac-murders-by-soji-shimada/', 'https://www.goodreads.com/book/show/1321926.The_Tokyo_Zodiac_Murders', 'https://mysteryofmurder.wordpress.com/2022/10/14/the-tokyo-zodiac-murders-1981-by-soji-shimada-trans-2015-by-ross-and-shika-mackenzie/']"
Awek Chuck Taylor,"Nobbler, Nami Cob","[1, ""Mira""]","['https://www.scribd.com/document/309799587/CQ-5', 'http://kl-lifestyle.com.my/wp-content/uploads/2015/03/2-feb14.pdf', 'https://www.goodreads.com/book/show/13221066-awek-chuck-taylor', 'https://www.goodreads.com/book/show/16138239-awek-chuck-taylor']"
Beautiful Music for Ugly Children,"Cronn-Mills, Kirstin","[0, """"]","['https://en.wikipedia.org/wiki/Beautiful_Music_for_Ugly_Children', 'https://readingbookswithcoffee.com/2018/06/01/book-review-beautiful-music-for-ugly-children-by-kirstin-cronn-mills/', 'https://www.herestohappyendings.com/review-beautiful-music-for-ugly-children-by-kirstin-cronn-mills/', 'https://www.pdsal.org/beautiful_music_for_ugly_children', 'http://www.onceuponabookcase.co.uk/2015/01/review-beautiful-music-for-ugly.html']"
Temptation Temptation 1,"Hopkins, Karen Ann","[1, ""Rose Cameron""]","['https://www.romance.io/authors/5455654387eac3369a9124ae/karen-ann-hopkins', 'https://whyanot.wordpress.com/2014/02/', 'https://www.romance.io/topics/newest/amish,length-medium/61', 'https://www.goodreads.com/book/show/13223243-temptation', 'http://www.rallythereaders.com/2013/10/review-temptation-by-karen-ann-hopkins.html']"
Existence Existence 1,"Glines, Abbi","[1, ""Pagan Moore""]","['https://www.goodreads.com/book/show/13223520-existence', 'https://www.goodreads.com/book/show/20999690-existence', 'https://littleseabear.com/bergs-book-club-existence-abbi-glines/', 'https://bookbriefs.net/2011/12/10/review-existence-by-abbi-glines/', 'https://www.orderofbooks.com/characters/existence-trilogy/']"
Coast Road,"Delinsky, Barbara","[1, ""Rachel""]","['https://www.goodreads.com/book/show/6985082', 'https://www.goodreads.com/book/show/3035125', 'https://barbaradelinsky.com/books/coast-road/', 'https://allaboutromance.com/book-review/coast-road-a-novel-by-barbara-delinsky/', 'https://www.kirkusreviews.com/book-reviews/barbara-delinsky/coast-road/']"
The Dragonet Prophecy Wings of Fire 1,"Sutherland, Tui T.","[0, """"]","['https://familiardiversions.blogspot.com/2021/06/review-wings-of-fire-book-1-dragonet.html', 'https://www.17thshard.com/forums/topic/68334-please-recommend-me-fantasy-novels-with-female-protagonist-as-main-character/', 'https://quizlet.com/535223921/wings-of-fire-characters-flash-cards/', 'https://www.bookrags.com/studyguide-the-dragonet-prophecy-wings-of-fire-1/characters.html', 'https://www.supersummary.com/the-dragonet-prophecy/themes/']"
I Survived the Attacks of September 11th 2001 I Survived 6,"Tarshis, Lauren","[0, """"]","['https://www.scholastic.ca/our-books/book/i-survived-the-attacks-of-september-11-2001-9780545207003', 'https://www.goodreads.com/book/show/18857967-the-attacks-of-september-11th-2001', 'https://www.barnesandnoble.com/w/i-survived-the-attacks-of-september-11th-2001-lauren-tarshis/1108167113', 'https://shop.scholastic.com/teachers-ecommerce/teacher/books/i-survived-the-attacks-of-september-11-2001-6-9780545207003.html', 'https://media.btsb.com/TitleLessonPlans/2722.pdf']"
The End Games,"Martin, T. Michael","[0, """"]","['https://yabookscentral.com/the-end-games/', 'https://goodreads.com/book/show/13228537.The_End_Games', 'https://www.barnesandnoble.com/w/the-end-games-t-michael-martin/1113200615', 'https://catalog.tln.lib.mi.us/?section=resource&resourceid=25780053&currentIndex=0&view=fullDetailsDetailsTab', 'https://www.kirkusreviews.com/book-reviews/t-michael-martin/end-games/']"
Sunshine Becomes You,"Tan, Ilana","[1, ""Mia Clark""]","['https://www.imdb.com/title/tt5640576/', 'https://en.wikipedia.org/wiki/Sunshine_Becomes_You', 'https://pro.imdb.com/title/tt5640576/?rf=cons_tt_btf_cc', 'https://www.neliti.com/publications/318549/profil-tokoh-perempuan-dalam-novel-metropop-sunshine-becomes-you-dan-in-a-blue-m', 'https://media.neliti.com/media/publications/318549-profil-tokoh-perempuan-dalam-novel-metro-92119e22.pdf']"
Faith Bass Darlings Last Garage Sale,"Rutledge, Lynda","[1, ""Faith Bass Darling""]","['https://southernlitreview.com/reviews/faith-bass-darlings-last-garage-sale-by-lynda-rutledge.htm', 'https://www.kirkusreviews.com/book-reviews/lynda-rutledge/faith-bass-darlings-last-garage-sale/', 'https://www.penguinrandomhouse.com/books/305722/faith-bass-darlings-last-garage-sale-by-lynda-rutledge/', 'https://featheredquill.com/faith-bass-darlings-last-garage-sale/', 'https://www.barnesandnoble.com/w/faith-bass-darlings-last-garage-sale-lynda-rutledge/1107713281']"
Shadow Horse Shadow Horse Series,"Hart, Alison","[1, ""Jasmine""]","['https://www.penguinrandomhouse.com/series/D7J/shadow-horse-series/', 'https://www.goodreads.com/book/show/12911760-shadow-horse', 'https://blogs.egusd.net/kidsbookblog/2008/09/25/shadow-horse-alison-hart/', 'https://www.addall.com/books-in-order/alison-hart/', 'https://www.barnesandnoble.com/w/shadow-horse-alison-hart/1100290740']"
Alif the Unseen,"Wilson, G. Willow","[1, ""Dina""]","['https://lareviewofbooks.org/article/subversive-liberating-world-g-willow-wilson', 'https://www.thefrumiousconsortium.net/2015/07/27/alif-the-unseen-by-g-willow-wilson/', 'https://en.wikipedia.org/wiki/Alif_the_Unseen', 'https://hannahgivens.wordpress.com/2014/12/22/review-alif-the-unseen-by-g-willow-wilson/', 'https://readerdad.co.uk/2012/08/08/alif-the-unseen-by-g-willow-wilson/']"
Ever After The Hollows 11,"Harrison, Kim","[1, ""Rachel Mariana Morgan""]","['https://www.goodreads.com/book/show/13241659-ever-after', 'https://unconventionalbookworms.com/review-ever-after-hollows-11-kim-harrison/', 'http://www.fangsforthefantasy.com/2013/01/review-ever-after-by-kim-harrison-book.html', 'https://www.goodreads.com/book/show/15820504', 'https://en.wikipedia.org/wiki/Characters_in_the_Hollows_series']"
Untouchable Untouchable 1,"Delagair, Lindsay","[1, ""Annalisa McKinnis""]","['https://www.goodreads.com/book/show/12884807-untouchable', 'https://www.goodreads.com/book/show/13244578-untouchable', 'https://www.booksamillion.com/p/Untouchable/Lindsay-Delagair/9781463651053', 'https://www.maryse.net/reading-order-guide/lindsay-delagair-untouchable-trilogy-reading-order.html', 'https://www.romance.io/authors/5455554087eac324117fa3bc/lindsay-delagair/series']"
Good For You Between the Lines 3,"Webber, Tammara","[1, ""Dori Cantrell""]","['https://www.goodreads.com/book/show/16000897', 'http://www.idsoratherbereading.com/2013/03/book-review-good-for-you-between-lines.html', 'https://www.kaetrinsmusings.com/2013/01/good-for-you-by-tammara-webber.html', 'https://www.goodreads.com/book/show/15949813', 'https://bookbinge.com/tag/between-the-lines-series/']"
The House of Special Purpose,"Boyne, John","[1, ""Zoya""]","['https://earnestlyeccentric.wordpress.com/2022/04/09/the-house-of-special-purpose/', 'http://www.publishersweekly.com/9781590515983', 'https://goodreads.com/book/show/15798438.The_House_of_Special_Purpose', 'https://app.thestorygraph.com/book_reviews/0a1dda2f-da65-4a91-9d59-6cceffd66821?page=18', 'https://docs-books.com/2023/06/17/the-house-of-special-purpose-by-john-boyne/']"
Night of the Assassin Assassin 1,"Blake, Russell","[0, """"]","['https://www.goodreads.com/book/show/13252282', 'https://www.goodreads.com/author/quotes/5032107.Russell_Blake?page=2', 'https://readerslibrary.org/wp-content/uploads/Night-of-the-Assassin-1.pdf', 'https://russellblake.com/books/assassin-series/night-of-the-assassin/night-of-the-assassin-excerpt/', 'https://www.bidinotto.com/2016/04/interview-with-russell-blake-nyt-bestselling-thriller-author/']"
Lying Season Experiment in Terror 4,"Halle, Karina","[1, ""Perry Palomino""]","['https://www.goodreads.com/book/show/13252697-lying-season', 'https://bewitchedbookworms.com/2013/03/lying-season-by-karina-halle.html', 'https://foreveryoungadult.com/book-report/to-everything-turn-turn-turn-there-is-a-season/', 'https://www.goodreads.com/topic/show/1330528-lying-season-experiment-in-terror-4', 'https://www.maryse.net/reading-order-guide/karina-halle-experiment-in-terror-series-reading-order.html']"
Through the Ever Night Under the Never Sky 2,"Rossi, Veronica","[1, ""Aria""]","['https://www.goodreads.com/book/show/13253276-through-the-ever-night', 'https://www.thatartsyreadergirl.com/2013/01/through-the-ever-night-by-veronica-rossi-book-review/', 'https://www.staybookish.com/review-through-the-ever-night-veronica-rossi/', 'https://www.nosegraze.com/through-the-ever-night-by-veronica-rossi/', 'http://lizziebennet.booklikes.com/post/903558/under-the-never-sky-and-through-the-ever-night']"
The Secret of Platform 13,"Ibbotson, Eva","[1, ""Odge Gribble""]","['https://en.wikipedia.org/wiki/The_Secret_of_Platform_13', 'https://www.lynnwallaceauthor.com/blog-on-books-and-writing/eva-ibbotson-fascinating-female-leads', 'https://www.penguinrandomhouse.com/books/330606/the-secret-of-platform-13-by-eva-ibbotson/9780141302867/readers-guide/', 'https://twirlingbookprincess.com/2020/08/review-for-the-secret-of-platform-13/', 'https://www.goodreads.com/book/show/853721']"
The Golovlyov Family,"Saltykov-Shchedrin, Mikhail","[1, ""Arina Petrovna""]","['https://en.wikipedia.org/wiki/The_Golovlyov_Family', 'https://www.goodreads.com/book/show/132543.The_Golovlyov_Family', 'https://www.goodreads.com/book/show/15809510', 'https://tomruffles.wordpress.com/2017/11/07/the-golovlyov-family-by-mikhail-saltykov-shchedrin/', 'https://shoshibookblog.wordpress.com/russian-literature/saltykov-1826-1889/']"
What Was She Thinking Notes on a Scandal,"Heller, Zoë","[1, ""Barbara Covett""]","['https://en.wikipedia.org/wiki/Notes_on_a_Scandal', 'https://www.kellybookstuff.com/blog/2019/3/28/review-what-was-she-thinking-notes-on-a-scandal', 'https://www.goodreads.com/book/show/13258.What_Was_She_Thinking_Notes_on_a_Scandal_', 'https://www.bookandreader.com/threads/zo%C3%AB-heller-what-was-she-thinking-notes-on-a-scandal.13416/post-223601', 'http://www.themoderncedar.com/2021/11/book-of-month-what-was-she-thinking.html']"
Zeus and the Thunderbolt of Doom Heroes in Training 1,"Holub, Joan","[0, """"]","['https://www.ci.oswego.or.us/sites/default/files/fileattachments/Zeus%20and%20the%20Thunderbolt%20of%20Doom%20by%20Joan%20Holub%20_%20Suzanne%20Williams.pdf', 'https://www.thechildrensbookreview.com/giveaway-heroes-in-training-book-1-zeus-and-the-thunderbolt-of-doom/', 'https://www.simonandschuster.com/books/Zeus-and-the-Thunderbolt-of-Doom/Craig-Phillips/9781442452640', 'https://www.mudpuddlestoys.com/heros-in-training-1-zeus-and-the-thunderbolt-of-do.html', 'http://smallreview.blogspot.com/2013/01/heroes-in-training-1-2-by-joan-holub.html']"
